Country Code,year,econ_score,social_score,physical_score,total_score
ABW,2022,,15.39,58.85,63.79
ABW,2023,,27.85,58.86,63.75
ABW,2024,,31.36,,57.84
AFG,2005,21.42,14.68,31.1,24.9
AFG,2006,21.5,11.27,31.23,24.99
AFG,2007,21.72,7.98,34.1,24.93
AFG,2008,21.82,14.08,31.71,24.83
AFG,2009,22.59,11.83,32.05,24.84
AFG,2010,23.2,12.18,31.22,25.07
AFG,2011,23.62,8.7,30.6,25.69
AFG,2012,14.66,10.65,29.3,26.25
AFG,2013,24.64,4.61,31.11,27.23
AFG,2014,18.57,6.51,30.95,28.61
AFG,2015,27.27,4.64,33.59,29.3
AFG,2016,28.43,4.59,37.13,31.32
AFG,2017,13.67,5.5,43.68,32.17
AFG,2018,27.83,4.31,46.26,32.77
AFG,2019,25.38,15.22,45.52,33.52
AFG,2020,13.86,15.25,44.74,33.19
AFG,2021,16.07,19.41,46.03,32.41
AFG,2022,59.72,75.08,37.84,32.72
AFG,2023,59.75,44.82,38.59,33.03
AFG,2024,60.67,0.2,,51.16
AGO,1990,52.87,37.71,76.15,28.4
AGO,1991,61.09,26.01,71.17,28.05
AGO,1992,61.12,26.39,73.34,28.07
AGO,1993,61.43,31.15,84.31,28.18
AGO,1994,61.42,31.25,82.64,28.45
AGO,1995,61.23,31.2,62.15,28.68
AGO,1996,61.03,31.18,58.05,28.95
AGO,1997,60.92,33.97,62.68,30.01
AGO,1998,60.86,27.94,69.04,31.41
AGO,1999,60.93,31.4,75.24,32.38
AGO,2000,60.97,56.19,57.67,33.04
AGO,2001,60.97,41.6,58.34,33.53
AGO,2002,60.49,53.36,54.72,34.05
AGO,2003,60.67,52.95,49.84,35.0
AGO,2004,49.03,31.89,50.04,35.66
AGO,2005,59.92,51.54,48.1,36.17
AGO,2006,59.62,54.53,47.8,37.74
AGO,2007,59.17,72.54,46.08,39.25
AGO,2008,58.79,29.04,46.0,42.37
AGO,2009,64.82,21.83,46.82,43.72
AGO,2010,59.61,20.69,45.57,44.24
AGO,2011,49.15,17.59,47.03,44.45
AGO,2012,55.7,48.72,48.39,45.32
AGO,2013,57.31,46.53,48.15,45.96
AGO,2014,60.95,32.33,47.48,46.66
AGO,2015,59.45,24.02,47.7,46.8
AGO,2016,60.68,44.39,46.32,46.74
AGO,2017,61.66,53.72,47.57,46.28
AGO,2018,62.76,51.41,48.31,46.23
AGO,2019,58.41,38.38,48.15,46.24
AGO,2020,63.56,53.93,50.98,46.1
AGO,2021,59.93,41.87,50.63,46.08
AGO,2022,36.52,33.78,37.18,46.3
AGO,2023,40.47,37.91,37.49,45.55
AGO,2024,32.97,41.64,,60.68
ALB,1999,58.33,46.73,55.41,66.94
ALB,2000,58.86,43.02,51.3,69.32
ALB,2001,55.38,43.76,48.91,73.1
ALB,2002,60.4,48.47,45.95,73.78
ALB,2003,55.54,50.0,47.56,69.48
ALB,2004,55.62,49.9,48.16,69.82
ALB,2005,60.1,50.11,49.56,70.57
ALB,2006,57.3,50.93,48.22,71.66
ALB,2007,57.69,53.17,48.65,72.19
ALB,2008,58.69,51.04,47.25,71.78
ALB,2009,53.93,51.61,44.56,74.77
ALB,2010,54.81,56.8,42.88,75.47
ALB,2011,59.03,55.56,35.01,75.44
ALB,2012,67.48,55.07,42.91,76.28
ALB,2013,67.39,55.39,42.02,76.73
ALB,2014,68.48,50.82,40.87,77.5
ALB,2015,56.99,50.81,38.99,79.3
ALB,2016,64.49,56.25,39.33,80.95
ALB,2017,65.54,58.04,38.26,82.72
ALB,2018,60.57,50.43,37.41,83.48
ALB,2019,59.49,58.82,36.73,84.05
ALB,2020,57.61,57.5,46.35,84.82
ALB,2021,55.82,60.45,39.18,84.82
ALB,2022,48.84,28.97,51.12,83.59
ALB,2023,48.88,31.41,49.75,83.46
ALB,2024,55.41,13.75,,61.38
AND,2022,,24.97,58.23,94.22
AND,2023,,15.13,56.79,94.18
AND,2024,,19.72,,61.51
ARE,1990,10.3,33.44,36.57,40.01
ARE,1991,18.21,42.28,34.15,36.32
ARE,1992,18.22,41.62,33.31,36.44
ARE,1993,18.2,42.3,32.74,37.13
ARE,1994,18.18,44.98,31.76,36.96
ARE,1995,19.99,45.78,34.16,38.2
ARE,1996,18.47,54.03,30.2,38.71
ARE,1997,18.88,43.68,29.08,39.61
ARE,1998,19.36,59.21,27.45,39.22
ARE,1999,25.97,50.08,25.89,39.35
ARE,2000,28.37,49.41,24.07,39.72
ARE,2001,25.47,51.93,22.4,40.46
ARE,2002,24.57,52.55,22.82,40.91
ARE,2003,23.59,45.95,23.48,41.18
ARE,2004,22.74,47.49,22.97,42.46
ARE,2005,18.58,71.79,22.9,45.35
ARE,2006,22.69,52.01,22.03,62.66
ARE,2007,23.39,54.45,22.21,68.22
ARE,2008,20.64,54.36,23.66,81.49
ARE,2009,22.05,59.1,22.89,81.59
ARE,2010,25.34,64.57,23.67,82.37
ARE,2011,25.76,56.59,23.55,82.59
ARE,2012,26.28,61.05,23.41,82.24
ARE,2013,26.75,60.2,23.89,83.44
ARE,2014,27.3,60.38,23.99,85.18
ARE,2015,27.54,59.15,24.25,86.87
ARE,2016,28.71,53.76,23.16,87.42
ARE,2017,20.88,41.2,22.52,88.08
ARE,2018,22.98,47.09,22.98,88.94
ARE,2019,23.81,57.1,25.86,91.63
ARE,2020,39.43,58.48,33.86,91.75
ARE,2021,24.54,58.42,31.92,91.78
ARE,2022,58.43,23.35,45.58,94.68
ARE,2023,58.96,24.38,41.9,94.7
ARE,2024,50.59,17.3,,59.29
ARG,1990,31.54,36.6,59.31,55.19
ARG,1991,39.07,54.08,59.54,55.73
ARG,1992,39.7,41.6,59.6,56.39
ARG,1993,35.4,41.6,59.38,56.85
ARG,1994,36.46,41.96,55.68,56.93
ARG,1995,34.49,40.89,59.79,57.22
ARG,1996,40.5,51.96,59.9,57.61
ARG,1997,38.06,52.75,60.29,58.03
ARG,1998,42.64,54.34,60.3,58.36
ARG,1999,44.84,62.81,58.54,58.5
ARG,2000,44.14,61.45,56.69,59.45
ARG,2001,49.36,67.29,57.19,59.38
ARG,2002,52.72,61.68,57.55,60.98
ARG,2003,41.49,66.08,55.66,61.48
ARG,2004,40.07,69.29,54.26,62.15
ARG,2005,39.63,70.14,55.92,62.45
ARG,2006,39.16,72.72,53.35,62.72
ARG,2007,41.58,77.04,53.68,62.95
ARG,2008,41.77,74.0,53.08,63.4
ARG,2009,43.14,73.73,53.21,63.09
ARG,2010,40.8,73.18,52.47,63.52
ARG,2011,41.0,73.67,54.7,63.51
ARG,2012,39.94,73.91,51.18,63.92
ARG,2013,41.19,73.17,50.59,64.28
ARG,2014,43.25,73.74,50.28,64.94
ARG,2015,43.05,77.61,52.8,65.53
ARG,2016,43.32,74.74,50.85,66.0
ARG,2017,43.89,71.88,47.86,67.25
ARG,2018,49.41,69.19,49.37,68.09
ARG,2019,52.04,70.68,47.76,69.21
ARG,2020,52.25,73.85,50.51,70.13
ARG,2021,52.86,73.71,48.81,68.24
ARG,2022,55.1,20.46,58.33,73.11
ARG,2023,55.25,22.92,56.24,73.2
ARG,2024,64.5,26.07,,60.77
ARM,1990,39.72,54.25,70.26,53.37
ARM,1991,55.54,48.26,69.29,52.69
ARM,1992,55.8,47.78,72.11,51.96
ARM,1993,51.56,47.67,70.93,51.64
ARM,1994,52.28,49.13,70.51,52.35
ARM,1995,47.4,49.43,69.22,53.51
ARM,1996,45.37,50.11,67.71,54.05
ARM,1997,46.69,52.76,66.17,55.13
ARM,1998,49.53,45.35,64.64,55.76
ARM,1999,50.27,51.95,63.33,55.99
ARM,2000,56.31,44.45,60.31,56.5
ARM,2001,43.19,50.47,60.05,56.45
ARM,2002,56.53,46.94,59.96,57.22
ARM,2003,57.52,45.84,60.17,59.09
ARM,2004,58.49,46.58,59.66,60.75
ARM,2005,59.46,49.4,61.23,61.66
ARM,2006,60.43,54.04,64.32,63.13
ARM,2007,51.14,55.82,61.96,65.81
ARM,2008,48.29,49.11,64.09,64.92
ARM,2009,53.75,57.41,63.18,66.04
ARM,2010,46.84,57.11,64.46,65.42
ARM,2011,58.53,57.79,63.1,66.1
ARM,2012,59.09,59.83,62.91,67.07
ARM,2013,55.84,60.9,59.95,68.51
ARM,2014,55.06,57.53,58.18,68.74
ARM,2015,61.17,60.2,57.56,69.38
ARM,2016,60.81,61.35,58.55,69.81
ARM,2017,64.57,62.59,58.68,73.76
ARM,2018,52.94,62.63,63.59,73.81
ARM,2019,60.35,62.84,62.95,75.25
ARM,2020,64.03,60.31,76.15,75.15
ARM,2021,62.88,56.26,65.98,75.85
ARM,2022,47.61,26.25,62.58,75.7
ARM,2023,47.73,26.43,57.71,76.78
ARM,2024,50.98,27.41,,61.15
ASM,2022,,,54.24,62.5
ASM,2023,,,54.26,62.28
ASM,2024,,,,57.74
ATG,2022,37.27,32.18,59.45,68.63
ATG,2023,43.15,41.3,58.79,67.36
ATG,2024,,79.0,,57.12
AUS,1990,64.28,61.61,49.76,79.77
AUS,1991,61.9,65.83,49.25,80.55
AUS,1992,63.56,66.47,48.41,81.41
AUS,1993,63.23,61.37,47.72,81.58
AUS,1994,62.35,62.06,47.44,81.97
AUS,1995,65.17,60.31,46.05,82.36
AUS,1996,63.46,60.41,46.29,82.59
AUS,1997,63.38,67.79,46.61,82.16
AUS,1998,63.83,74.77,46.6,83.04
AUS,1999,63.74,73.81,45.89,83.93
AUS,2000,63.96,72.43,44.19,84.59
AUS,2001,65.01,64.26,43.42,84.98
AUS,2002,63.69,63.13,41.51,85.18
AUS,2003,63.31,64.3,41.15,86.01
AUS,2004,62.74,65.66,40.65,86.25
AUS,2005,62.1,65.9,39.99,86.31
AUS,2006,62.58,67.81,39.31,86.51
AUS,2007,62.2,68.2,38.21,86.46
AUS,2008,61.37,68.98,39.33,86.11
AUS,2009,64.39,69.34,39.0,86.36
AUS,2010,62.59,70.58,38.13,86.38
AUS,2011,63.21,71.57,37.64,86.85
AUS,2012,63.52,71.08,36.98,86.97
AUS,2013,63.84,71.79,36.13,87.38
AUS,2014,63.64,70.79,35.94,88.3
AUS,2015,66.69,60.7,35.95,88.69
AUS,2016,66.63,60.32,36.74,89.75
AUS,2017,66.3,61.65,35.89,90.34
AUS,2018,66.06,70.43,36.38,90.53
AUS,2019,66.3,69.41,36.25,91.81
AUS,2020,67.1,72.8,39.5,92.36
AUS,2021,68.17,76.51,37.92,92.62
AUS,2022,41.19,18.3,40.61,93.24
AUS,2023,41.44,18.96,35.96,93.44
AUS,2024,39.37,19.44,,60.85
AUT,1990,60.42,55.79,52.09,78.89
AUT,1991,58.51,46.63,51.88,78.99
AUT,1992,59.35,58.99,51.41,79.9
AUT,1993,55.53,59.43,55.41,80.44
AUT,1994,57.25,59.76,53.53,81.47
AUT,1995,57.91,59.55,54.23,82.32
AUT,1996,59.89,52.6,53.02,83.14
AUT,1997,59.11,53.36,55.54,84.24
AUT,1998,59.16,60.04,54.34,85.0
AUT,1999,57.72,56.52,52.12,85.2
AUT,2000,58.79,54.68,53.55,85.17
AUT,2001,58.03,56.78,51.95,85.31
AUT,2002,59.69,56.25,51.76,85.34
AUT,2003,59.98,54.37,49.5,86.78
AUT,2004,60.21,50.73,49.73,87.38
AUT,2005,60.74,51.04,48.6,87.98
AUT,2006,59.71,54.24,47.83,88.16
AUT,2007,59.64,50.83,47.47,88.65
AUT,2008,60.56,48.6,46.47,87.98
AUT,2009,62.65,56.51,47.41,88.76
AUT,2010,60.96,55.74,46.98,88.92
AUT,2011,59.76,57.89,45.46,89.71
AUT,2012,60.71,54.33,44.02,90.14
AUT,2013,60.35,57.77,44.09,91.42
AUT,2014,62.69,55.56,42.41,91.78
AUT,2015,65.72,57.58,43.19,91.65
AUT,2016,66.48,58.81,41.27,91.83
AUT,2017,67.17,58.4,41.57,92.58
AUT,2018,64.66,58.39,41.91,93.74
AUT,2019,63.95,56.82,40.53,94.49
AUT,2020,65.03,57.65,45.84,94.53
AUT,2021,61.95,63.88,46.65,94.63
AUT,2022,47.65,26.57,50.2,95.25
AUT,2023,46.68,27.19,48.74,96.03
AUT,2024,48.24,39.92,,60.67
AZE,1990,51.34,52.89,72.15,64.4
AZE,1991,59.85,43.11,73.1,64.37
AZE,1992,59.59,43.76,81.98,62.49
AZE,1993,58.31,45.84,79.49,61.45
AZE,1994,58.37,43.69,88.27,60.46
AZE,1995,58.4,52.41,76.07,61.3
AZE,1996,58.33,42.37,74.7,61.24
AZE,1997,59.32,46.34,71.75,61.4
AZE,1998,59.16,47.22,69.86,62.04
AZE,1999,58.77,43.18,63.96,62.56
AZE,2000,56.05,43.13,57.16,64.02
AZE,2001,55.32,44.89,53.59,64.59
AZE,2002,57.05,45.91,54.41,65.09
AZE,2003,58.72,43.38,56.27,64.75
AZE,2004,57.42,44.13,54.08,64.89
AZE,2005,60.77,47.38,57.05,64.99
AZE,2006,68.81,45.23,56.19,65.23
AZE,2007,71.01,50.0,58.15,64.39
AZE,2008,71.8,47.67,57.25,64.57
AZE,2009,66.04,47.44,53.71,64.88
AZE,2010,68.12,47.23,53.34,65.86
AZE,2011,64.28,48.56,55.24,65.9
AZE,2012,59.75,46.21,54.61,65.48
AZE,2013,60.57,45.33,54.67,65.71
AZE,2014,58.89,45.42,51.98,65.69
AZE,2015,56.05,44.54,51.22,66.48
AZE,2016,59.08,46.43,49.17,66.92
AZE,2017,58.83,47.09,50.92,68.16
AZE,2018,59.57,47.76,50.16,68.8
AZE,2019,59.49,48.15,48.71,68.78
AZE,2020,58.03,48.11,57.43,69.24
AZE,2021,59.89,48.73,46.65,67.42
AZE,2022,43.78,40.19,53.0,70.04
AZE,2023,39.45,34.72,53.94,72.27
AZE,2024,54.9,55.55,,60.53
BDI,1998,69.02,33.82,51.76,32.45
BDI,1999,68.3,30.33,50.54,31.52
BDI,2000,67.4,35.22,47.02,32.82
BDI,2001,67.67,33.3,49.26,33.08
BDI,2002,67.84,33.65,45.91,33.82
BDI,2003,67.98,44.78,44.9,34.19
BDI,2004,68.06,38.59,43.32,34.43
BDI,2005,68.21,40.53,41.31,32.96
BDI,2006,69.25,44.14,41.45,34.0
BDI,2007,68.22,43.41,40.91,34.37
BDI,2008,68.75,43.38,40.91,34.68
BDI,2009,68.13,37.59,44.67,36.2
BDI,2010,68.29,35.54,42.76,36.2
BDI,2011,68.49,40.55,42.87,36.31
BDI,2012,68.65,37.87,42.55,36.51
BDI,2013,68.79,42.33,42.5,36.42
BDI,2014,69.78,44.11,42.63,35.67
BDI,2015,68.54,44.21,44.37,37.17
BDI,2016,68.16,48.01,42.75,38.44
BDI,2017,73.19,50.18,44.87,40.83
BDI,2018,67.56,52.77,44.9,41.83
BDI,2019,67.32,46.66,45.71,41.93
BDI,2020,64.74,44.63,43.01,43.54
BDI,2021,67.13,43.32,41.96,42.91
BDI,2022,46.25,46.1,40.84,49.91
BDI,2023,46.28,50.15,41.2,49.76
BDI,2024,45.81,37.29,,61.28
BEL,1990,47.56,52.23,53.12,82.56
BEL,1991,45.71,55.83,52.63,82.45
BEL,1992,48.6,56.87,53.08,82.94
BEL,1993,49.16,49.11,52.9,83.46
BEL,1994,48.33,48.6,51.85,83.79
BEL,1995,47.67,47.73,51.88,83.88
BEL,1996,44.92,48.95,50.91,83.93
BEL,1997,48.62,57.85,48.9,84.09
BEL,1998,50.59,59.47,47.49,84.33
BEL,1999,56.77,60.16,49.07,86.3
BEL,2000,53.14,62.6,52.53,86.11
BEL,2001,56.49,62.02,52.27,86.15
BEL,2002,58.69,62.16,49.11,86.48
BEL,2003,60.27,58.84,52.24,88.75
BEL,2004,58.22,60.34,50.92,89.41
BEL,2005,58.74,61.64,49.85,89.61
BEL,2006,56.79,60.83,49.19,89.69
BEL,2007,57.56,64.12,47.56,89.87
BEL,2008,59.29,62.16,49.12,89.84
BEL,2009,63.29,64.47,46.48,90.41
BEL,2010,63.42,63.86,46.17,90.8
BEL,2011,64.43,65.26,45.41,91.01
BEL,2012,64.59,61.96,45.59,91.53
BEL,2013,65.86,61.96,43.2,92.52
BEL,2014,67.05,59.09,42.27,93.16
BEL,2015,67.76,62.53,40.24,93.69
BEL,2016,67.01,62.41,41.4,93.95
BEL,2017,65.52,63.0,39.11,94.2
BEL,2018,66.42,69.72,39.55,94.59
BEL,2019,68.3,71.18,38.52,95.05
BEL,2020,65.46,68.25,41.42,94.98
BEL,2021,67.9,73.43,44.73,95.02
BEL,2022,59.2,21.02,49.61,95.19
BEL,2023,59.26,20.69,43.9,96.74
BEL,2024,64.44,42.03,,60.62
BEN,1990,34.9,5.04,56.53,30.64
BEN,1991,45.63,9.9,54.83,30.9
BEN,1992,48.2,4.47,53.41,31.04
BEN,1993,46.6,5.42,49.97,30.72
BEN,1994,47.7,6.16,46.94,31.4
BEN,1995,48.84,6.17,44.85,31.81
BEN,1996,46.67,6.41,40.26,32.12
BEN,1997,51.19,6.34,40.22,32.39
BEN,1998,52.47,17.4,38.52,32.61
BEN,1999,53.2,14.92,38.92,32.53
BEN,2000,53.93,26.33,42.67,32.91
BEN,2001,56.85,18.32,41.87,33.03
BEN,2002,59.49,19.77,41.49,33.18
BEN,2003,61.02,21.26,40.5,33.25
BEN,2004,55.88,31.78,39.68,33.74
BEN,2005,64.69,56.17,39.42,34.47
BEN,2006,64.85,26.38,39.81,34.76
BEN,2007,64.94,47.39,42.49,37.37
BEN,2008,65.06,39.87,41.41,37.15
BEN,2009,65.37,43.87,41.19,37.58
BEN,2010,69.68,44.59,41.15,37.83
BEN,2011,66.57,39.52,41.37,37.53
BEN,2012,65.6,40.52,42.78,37.67
BEN,2013,61.44,24.29,42.47,37.86
BEN,2014,65.3,41.44,42.81,38.03
BEN,2015,65.31,34.61,42.79,37.98
BEN,2016,65.24,44.13,42.77,38.09
BEN,2017,65.24,34.14,41.02,38.29
BEN,2018,65.23,47.57,42.46,38.28
BEN,2019,64.32,34.02,43.44,38.78
BEN,2020,64.63,43.53,43.95,39.05
BEN,2021,64.52,31.24,39.78,39.23
BEN,2022,45.18,69.46,41.46,39.45
BEN,2023,45.71,30.41,37.72,45.78
BEN,2024,47.12,50.15,,60.53
BFA,1999,63.8,34.65,39.62,32.39
BFA,2000,63.59,42.95,42.26,33.03
BFA,2001,63.11,40.87,42.87,33.19
BFA,2002,62.77,30.15,42.52,33.87
BFA,2003,62.22,33.54,40.95,34.22
BFA,2004,61.49,40.89,41.76,34.63
BFA,2005,59.12,37.52,44.1,38.7
BFA,2006,56.77,33.22,43.39,38.74
BFA,2007,58.57,36.5,44.01,39.53
BFA,2008,60.46,38.9,44.0,39.83
BFA,2009,61.23,37.73,44.23,40.83
BFA,2010,61.67,36.27,44.26,41.1
BFA,2011,62.2,40.26,44.82,41.32
BFA,2012,62.53,42.32,43.65,41.44
BFA,2013,62.91,41.28,45.36,41.53
BFA,2014,53.64,40.17,46.14,42.39
BFA,2015,64.22,43.38,45.92,42.27
BFA,2016,64.89,43.91,46.03,42.38
BFA,2017,65.48,40.71,45.98,42.56
BFA,2018,66.49,42.61,46.48,42.54
BFA,2019,58.23,41.17,47.72,43.4
BFA,2020,66.74,46.39,48.35,44.68
BFA,2021,67.08,39.9,44.83,43.82
BFA,2022,49.91,72.18,43.03,42.63
BFA,2023,57.56,70.45,41.72,43.03
BFA,2024,54.11,80.08,,57.29
BGD,1990,5.88,13.82,12.65,27.8
BGD,1991,25.03,18.26,11.11,27.98
BGD,1992,20.6,25.64,13.47,28.12
BGD,1993,21.01,25.48,14.2,28.49
BGD,1994,21.43,25.35,14.64,28.77
BGD,1995,21.89,25.22,17.14,29.1
BGD,1996,27.93,25.13,18.89,30.07
BGD,1997,22.51,27.84,18.87,30.33
BGD,1998,22.62,30.49,21.02,30.64
BGD,1999,22.7,35.5,22.4,30.72
BGD,2000,28.32,38.5,24.41,31.0
BGD,2001,22.99,31.05,25.01,30.77
BGD,2002,23.31,35.2,27.31,27.98
BGD,2003,20.33,34.14,26.53,27.73
BGD,2004,22.48,24.68,28.0,28.12
BGD,2005,22.53,28.04,30.28,35.49
BGD,2006,14.16,30.2,29.55,35.76
BGD,2007,23.25,22.3,31.21,35.97
BGD,2008,25.9,31.01,33.95,35.99
BGD,2009,29.32,35.4,33.9,38.47
BGD,2010,31.44,31.12,34.91,39.34
BGD,2011,18.92,23.63,37.1,41.38
BGD,2012,33.24,30.48,38.42,41.65
BGD,2013,28.1,32.1,38.07,42.31
BGD,2014,31.06,26.07,38.42,43.55
BGD,2015,28.83,31.94,38.3,44.8
BGD,2016,20.68,31.24,37.44,45.59
BGD,2017,19.8,36.19,36.56,46.57
BGD,2018,28.93,37.84,35.57,46.98
BGD,2019,32.39,25.38,35.2,47.22
BGD,2020,36.1,40.56,34.43,47.73
BGD,2021,40.04,31.76,31.39,47.37
BGD,2022,52.46,60.13,42.29,47.97
BGD,2023,54.71,60.85,44.44,48.16
BGD,2024,47.25,45.61,,56.53
BGR,1990,66.03,49.96,56.83,63.41
BGR,1991,65.39,54.41,54.42,64.2
BGR,1992,67.71,52.7,58.56,64.83
BGR,1993,65.72,53.33,62.32,65.14
BGR,1994,64.34,52.45,63.35,65.15
BGR,1995,63.4,51.36,60.98,66.14
BGR,1996,62.95,50.88,60.95,66.44
BGR,1997,63.94,52.44,60.07,66.71
BGR,1998,62.96,45.78,60.8,68.13
BGR,1999,60.85,45.77,58.6,67.21
BGR,2000,65.56,47.84,63.23,68.57
BGR,2001,69.92,53.53,63.69,74.23
BGR,2002,68.38,51.64,62.94,74.89
BGR,2003,66.4,51.35,62.87,75.3
BGR,2004,63.82,53.57,65.94,75.38
BGR,2005,64.72,55.2,66.84,75.32
BGR,2006,61.51,57.13,67.35,75.55
BGR,2007,60.87,57.95,64.49,75.73
BGR,2008,62.29,58.9,66.52,75.47
BGR,2009,63.25,59.35,65.05,75.32
BGR,2010,64.13,61.32,64.93,76.06
BGR,2011,61.4,60.76,61.88,76.51
BGR,2012,62.98,60.87,60.63,77.11
BGR,2013,62.61,59.86,62.16,77.85
BGR,2014,59.95,59.16,61.06,77.57
BGR,2015,58.21,62.9,60.19,78.23
BGR,2016,56.46,60.41,60.44,78.47
BGR,2017,55.21,64.3,59.84,78.82
BGR,2018,56.51,67.12,58.44,78.9
BGR,2019,56.42,68.88,59.33,79.62
BGR,2020,56.89,68.63,68.35,79.68
BGR,2021,55.64,71.64,65.31,79.05
BGR,2022,69.33,33.94,52.43,79.82
BGR,2023,69.14,33.87,49.57,80.18
BGR,2024,73.64,78.93,,59.81
BHR,2003,21.45,64.08,28.38,50.84
BHR,2004,22.23,59.58,28.03,49.58
BHR,2005,21.28,62.1,28.1,49.14
BHR,2006,24.39,62.98,29.26,51.55
BHR,2007,23.3,51.67,27.68,51.19
BHR,2008,25.29,55.82,26.99,52.83
BHR,2009,23.91,51.35,26.12,54.64
BHR,2010,22.14,53.38,25.48,55.55
BHR,2011,20.66,51.54,24.38,55.45
BHR,2012,25.44,55.62,23.7,56.77
BHR,2013,25.52,59.23,22.79,57.27
BHR,2014,25.75,57.42,21.45,55.96
BHR,2015,21.42,53.84,21.33,56.36
BHR,2016,25.86,54.56,24.3,63.51
BHR,2017,25.89,55.12,24.73,69.47
BHR,2018,26.02,61.16,24.02,69.91
BHR,2019,26.12,70.06,26.13,71.93
BHR,2020,24.91,71.53,38.09,78.23
BHR,2021,25.92,81.09,24.01,75.9
BHR,2022,58.24,32.21,49.22,80.52
BHR,2023,58.73,31.42,50.36,77.06
BHR,2024,51.57,29.37,,57.12
BHS,1990,52.61,51.42,56.42,58.13
BHS,1991,54.74,51.68,55.2,59.38
BHS,1992,49.61,55.77,60.91,58.81
BHS,1993,53.04,54.62,59.68,58.76
BHS,1994,49.21,50.66,60.13,59.01
BHS,1995,50.42,52.89,60.37,59.56
BHS,1996,40.88,56.14,60.8,59.09
BHS,1997,43.94,63.07,60.83,59.79
BHS,1998,44.2,57.8,60.51,60.58
BHS,1999,43.41,54.09,59.25,60.63
BHS,2000,47.66,67.33,54.87,62.08
BHS,2001,53.84,58.29,53.31,62.82
BHS,2002,58.82,63.96,50.91,63.05
BHS,2003,54.16,63.84,49.9,62.05
BHS,2004,55.74,57.69,52.16,61.68
BHS,2005,53.69,58.12,53.06,61.77
BHS,2006,58.24,56.43,52.51,62.33
BHS,2007,55.27,59.03,52.01,61.94
BHS,2008,57.6,58.62,52.66,62.63
BHS,2009,57.58,61.85,52.69,62.26
BHS,2010,57.82,68.64,51.41,62.78
BHS,2011,58.24,61.63,50.75,62.44
BHS,2012,61.75,62.67,50.84,63.36
BHS,2013,59.25,66.49,50.71,62.33
BHS,2014,56.9,64.55,50.04,61.7
BHS,2015,55.92,62.62,48.9,61.75
BHS,2016,49.34,63.85,51.6,61.5
BHS,2017,53.12,65.82,51.12,61.62
BHS,2018,60.35,66.33,51.75,62.95
BHS,2019,59.93,65.75,45.23,63.62
BHS,2020,60.56,62.0,55.04,64.01
BHS,2021,60.81,64.28,49.46,59.68
BHS,2022,47.63,42.46,46.8,66.87
BHS,2023,33.58,39.04,50.13,66.66
BHS,2024,44.11,53.46,,60.25
BIH,2001,48.4,48.68,56.78,68.81
BIH,2002,49.7,51.95,57.92,69.96
BIH,2003,49.36,65.53,59.35,72.25
BIH,2004,49.04,66.33,59.78,72.59
BIH,2005,48.6,66.51,63.58,73.83
BIH,2006,43.29,64.73,63.2,73.7
BIH,2007,42.33,59.24,65.13,74.18
BIH,2008,41.2,47.41,64.19,75.75
BIH,2009,48.18,48.81,63.18,77.26
BIH,2010,45.99,51.13,61.97,77.98
BIH,2011,49.18,52.36,60.67,81.9
BIH,2012,47.75,54.75,58.93,82.07
BIH,2013,51.33,56.58,59.46,83.04
BIH,2014,45.21,52.9,58.41,83.54
BIH,2015,44.77,54.16,58.44,83.4
BIH,2016,42.09,53.01,57.73,83.35
BIH,2017,46.34,55.35,54.61,83.93
BIH,2018,44.99,53.57,61.1,83.96
BIH,2019,45.18,59.1,57.17,84.91
BIH,2020,43.55,58.19,60.53,85.66
BIH,2021,42.77,59.4,53.94,85.57
BIH,2022,51.44,45.62,55.48,84.12
BIH,2023,55.89,47.81,52.4,84.48
BIH,2024,64.22,62.8,,59.0
BLR,2001,63.43,64.68,98.39,73.28
BLR,2002,62.66,64.43,98.74,73.83
BLR,2003,61.35,63.87,98.73,74.47
BLR,2004,61.59,62.85,98.28,76.74
BLR,2005,61.16,63.43,98.04,77.22
BLR,2006,59.41,63.9,97.53,78.3
BLR,2007,59.12,66.6,95.86,78.92
BLR,2008,58.66,64.43,94.86,79.56
BLR,2009,61.86,65.96,93.79,82.02
BLR,2010,59.17,57.75,95.62,81.14
BLR,2011,59.88,59.3,93.78,81.32
BLR,2012,59.99,60.34,88.87,81.35
BLR,2013,60.17,62.31,88.03,82.35
BLR,2014,60.33,61.07,86.79,82.54
BLR,2015,61.14,62.46,84.0,81.98
BLR,2016,68.05,61.4,80.25,85.53
BLR,2017,68.68,61.97,75.78,88.21
BLR,2018,66.49,60.49,75.74,88.28
BLR,2019,67.68,62.79,70.23,89.03
BLR,2020,64.94,60.01,80.09,89.75
BLR,2021,65.39,60.61,77.72,89.89
BLR,2022,57.2,43.06,35.29,90.08
BLR,2023,58.16,40.69,32.06,91.84
BLR,2024,58.27,44.93,,62.03
BLZ,1990,43.13,48.42,40.03,45.46
BLZ,1991,27.35,53.45,40.01,45.55
BLZ,1992,28.34,57.08,39.25,45.66
BLZ,1993,27.84,55.18,41.79,46.55
BLZ,1994,23.26,48.54,41.87,46.75
BLZ,1995,26.18,54.44,42.29,47.06
BLZ,1996,27.22,60.27,43.55,47.12
BLZ,1997,19.94,57.33,48.82,47.11
BLZ,1998,22.55,55.12,48.22,47.39
BLZ,1999,21.11,57.12,50.15,47.24
